dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy
avp/controlPanelType|N|||text||70|1|N|||||||||R|N|en|Control Panel Type|controlPanelType<br>Qualifier: AVP208<br>Describes the controls and how they are used to set temperatures.|Horizontal|Text|10300|Left|200|Left||||Active||NULL|
avp/cookingOptions|Y||2|text||70|1|N|||||||||R|N|en|Cooking Options|cookingOptions<br>Qualifier: AVP209<br>Describes the methods used to cook food when the product is in operation.|Horizontal|Text|10400|Left|200|Left||||Active||NULL|
avp/cooktopBurnerType|N|||text||70|1|N|||||||||R|N|en|Cooktop Burner Type|cooktopBurnerType<br>Qualifier: AVP210<br>Indicates the product's style of burners.|Horizontal|Text|10500|Left|200|Left||||Active||NULL|
avp/cordLength|N|||integer||4|1||||||||||R|N|en|Cord Length|cordLength<br>Qualifier: AVP211<br>Indicates the length of the cord attached to the product.|Horizontal|Integer|10600|Left|200|Left||||Active||NULL|
avp/cordLengthUOM|N|||text||70|1|N|||||||||R|N|en|Cord Length UOM|cordLengthUOM<br>Qualifier: AVP212<br>The unit of measurement associated with Cord Length.|Horizontal|Text|10700|Left|200|Left||||Active||NULL|
avp/cordlessTechnologyType|N|||text||70|1|N|||||||||R|N|en|Cordless Technology Type|cordlessTechnologyType<br>Qualifier: AVP213<br>Indicates the type of technology that is used in the cordless telephone.|Horizontal|Text|10800|Left|200|Left||||Active||NULL|
avp/countryOfLastProcessing|N|||text||60|1|N|StandardCountryCodes||||||||R|N|en|Country of Last Provenance/Processing|IM: countryOfLastProvenance, GDSN: tradeItemCountryOfLastProcessing<br>The code that identifies the country in which the trade item was last processed and tested before importation.|Horizontal|Dropdown|10900|Left|200|Left||||Active||NULL|
avp/dBSAccessoryType|N|||text||70|1|N|||||||||R|N|en|DBS Accessory Type|dBSAccessoryType<br>Qualifier: AVP214<br>Indicates the product's DBS Accessory Type.|Horizontal|Text|11000|Left|200|Left||||Active||NULL|
avp/digitalDownloadSoftwareCompatibility|Y||5|text||70|1|N|||||||||R|N|en|Digital Download Software Compatibility|digitalDownloadSoftwareCompatibility<br>Qualifier: AVP215<br>Identifies the product's compatible download company.|Horizontal|Text|11100|Left|200|Left||||Active||NULL|
avp/directionalAirFlowControl|N|||text||70|1|N|||||||||R|N|en|Directional Air Flow Control|directionalAirFlowControl<br>Qualifier: AVP741<br>Indicates whether or not the product has a control to allow which direction the air flows (No, Yes - Single Direction, Yes - Multi Direction).|Horizontal|Text|11200|Left|200|Left||||Active||NULL|
avp/dishwasherRackType|Y||2|text||70|1|N|||||||||R|N|en|Dishwasher Rack Type|dishwasherRackType<br>Qualifier: AVP216<br>Indicates the type of rack(s) included in the dishwasher.|Horizontal|Text|11300|Left|200|Left||||Active||NULL|
avp/displayIndicatorType|Y||5|text||70|1|N|||||||||R|N|en|Display Indicator Type|displayIndicatorType<br>Qualifier: AVP217<br>Identifies the type of on screen indicators the product has.|Horizontal|Text|11400|Left|200|Left||||Active||NULL|
avp/displayScreenSize|Y||100|float|15|15|9||||uom|text||3|1|DimensionsUOM|R|N|en|Display/Screen Size|displayScreenSize<br>Qualifier: AVP219<br>Describes the viewable display/screen size of the product. Includes small screen products, includes cameras, etc.|Horizontal|Float|11500|Left|200|Left||||Active||NULL|
avp/displayScreenType|Y||3|text||70|1|N|||||||||R|N|en|Display Screen Type|displayScreenType<br>Qualifier: AVP218<br>Describes the type of display the product projects.|Horizontal|Text|11600|Left|200|Left||||Active||NULL|
avp/displayTypeList|Y||100|text||70|1|N|||||||||R|N|en|Display Type List|displayTypeList<br>Qualifier: AVP728<br>An indication of if the item is a display unit or not. Acceptable values for this are found in the PerformanceRequirementsOptionsCodeList|Horizontal|Text|11700|Left|200|Left||||Active||NULL|
avp/doesPurchasePriceIncludeExciseTaxPaidBySupplier|N|||boolean|||||||||||||R|N|en|Does Purchase Price Include Excise Tax Paid By Supplier?|doesPurchasePriceIncludeExciseTaxPaidBySupplier<br>Qualifier: AVP028<br>Indication, whether or not the sales price contains a consumption tax paid by the supplier.|Horizontal|Boolean|11800|Left|200|Left||||Active||NULL|
avp/dotPitch|N|||float|9|18|9||||||||||R|N|en|Dot Pitch|dotPitch<br>Qualifier: AVP222<br>Indicates the dot pitch of the product. Dot Pitch is the measure of the size of a pixel plus the distance between the pixels. Measured in mm (Millimeters).|Horizontal|Float|11900|Left|200|Left||||Active||NULL|
avp/dotsPerInch|N|||text||70|1|N|||||||||R|N|en|Dots Per Inch|dotsPerInch<br>Qualifier: AVP223<br>Indicates the concentration of pixels in a square inch on the printed page.|Horizontal|Text|12000|Left|200|Left||||Active||NULL|
avp/dryCleaningSettingType|N|||text||70|1|N|||||||||R|N|en|Dry Cleaning Setting Type|dryCleaningSettingType<br>Qualifier: AVP224<br>Indicates the type of dry cleaning setting the product includes.|Horizontal|Text|12100|Left|200|Left||||Active||NULL|
avp/drySystemType|Y||3|text||70|1|N|||||||||R|N|en|Dry System Type|drySystemType<br>Qualifier: AVP225<br>Indicates the type of drying system the product includes.|Horizontal|Text|12200|Left|200|Left||||Active||NULL|
avp/dvdCapacity|N|||integer||4|1||||||||||R|N|en|DVD Capacity|dvdCapacity<br>Qualifier: AVP227<br>Indicates the number of DVD's the player can hold at maximum.|Horizontal|Integer|12300|Left|200|Left||||Active||NULL|
avp/dvInputLocation|Y||2|text||70|1|N|||||||||R|N|en|DV Input Location|dvInputLocation<br>Qualifier: AVP226<br>Indicates the location of the DV input on this product if it has one.|Horizontal|Text|12400|Left|200|Left||||Active||NULL|
avp/earPieceStyle|N|||text||70|1|N|||||||||R|N|en|Ear Piece Style|earPieceStyle<br>Qualifier: AVP228<br>Describes the headphone piece syle.|Horizontal|Text|12500|Left|200|Left||||Active||NULL|
avp/efficiencyPercent|N|||float|7|14|7||||||||||R|N|en|Efficiency Percent|efficiencyPercent<br>Qualifier: AVP229<br>Indicates the efficiency or sensitivity of the product.|Horizontal|Float|12600|Left|200|Left||||Active||NULL|
avp/energyEfficiencyRating|N|||float|7|14|7||||||||||R|N|en|Energy Efficiency Rating|energyEfficiencyRating<br>Qualifier: AVP230<br>Indicates the Energy Efficiency Rating of the product.|Horizontal|Float|12700|Left|200|Left||||Active||NULL|
avp/estimatedSalesRevenue|Y||100|integer||150|1||||||||||R|N|en|Estimated Sales Revenue|estimatedSalesRevenue<br>Qualifier: AVP075<br>The vendor forecasted sales in a given currency over a given time period.|Horizontal|Integer|12800|Left|200|Left||||Active||NULL|
avp/estimatedSalesRevenueCurrency|Y||100|text||60|1|N|StandardCurrencyCodes_hub||||||||R|N|en|Estimated Sales Revenue Currency|estimatedSalesRevenueCurrency<br>Qualifier: AVP076<br>The currency code associated with the estimated sales revenue.|Horizontal|Multi_Select_List|12900|Left|200|Left||||Active||NULL|
avp/estimatedVolumeQuantity|Y||100|integer||30|1||||||||||R|N|en|Estimated Volume Quantity|estimatedVolumeQuantity<br>Qualifier: AVP074<br>The estimated demand quantity for an item over a given time period.|Horizontal|Integer|13000|Left|200|Left||||Active||NULL|
avp/estimatedVolumeTimePeriod|Y||100|integer||10|1||||||||||R|N|en|Estimated Volume Time Period|estimatedVolumeTimePeriod<br>Qualifier: AVP077<br>The duration (year, months, weeks, days) associated with the estimated sales volume.|Horizontal|Integer|13100|Left|200|Left||||Active||NULL|
avp/estimatedVolumeTimePeriodUnitOfMeasure|Y||100|text||3|1|N|||||||||R|N|en|Estimated Volume Time Period Unit Of Measure|estimatedVolumeTimePeriodUnitOfMeasure<br>Qualifier: AVP078<br>The Unit of Measure associated with Estimated Volume Time Period.|Horizontal|Text|13200|Left|200|Left||||Active||NULL|
avp/estimatedVolumeUnitOfMeasure|Y||100|text||3|1|N|||||||||R|N|en|Estimated Volume Unit Of Measure|estimatedVolumeUnitOfMeasure<br>Qualifier: AVP073<br>Unit of Measure associated with Estimated Volume Quantity.|Horizontal|Text|13300|Left|200|Left||||Active||NULL|
avp/exteriorFinish|Y||2|text||70|1|N|||||||||R|N|en|Exterior Finish|exteriorFinish<br>Qualifier: AVP231<br>Describes the exterior finish of the product.|Horizontal|Text|13400|Left|200|Left||||Active||NULL|
avp/externalMP3Controls|N|||boolean|||||||||||||R|N|en|External MP3 Controls?|externalMP3Controls<br>Qualifier: AVP232<br>Indicates whether or not the product has external MP3 player controls.|Horizontal|Boolean|13500|Left|200|Left||||Active||NULL|
avp/faceplateStyle|N|||text||70|1|N|||||||||R|N|en|Faceplate Style|faceplateStyle<br>Qualifier: AVP233<br>Describes the faceplate style of the product.|Horizontal|Text|13600|Left|200|Left||||Active||NULL|
avp/fileFormats|Y||10|text||70|1|N|||||||||R|N|en|File Formats|fileFormats<br>Qualifier: AVP771<br>Describes the types of files the product supports.|Horizontal|Text|13700|Left|200|Left||||Active||NULL|
avp/filmColor|N|||text||70|1|N|||||||||R|N|en|Film Color|filmColor<br>Qualifier: AVP234<br>Indicates whether the film is black and white, or color.|Horizontal|Text|13800|Left|200|Left||||Active||NULL|
avp/filmSpeed|N|||integer||4|1||||||||||R|N|en|Film Speed|filmSpeed<br>Qualifier: AVP235<br>Indicates the film speed.|Horizontal|Integer|13900|Left|200|Left||||Active||NULL|
avp/filterThreadSize|N|||integer||4|1||||||||||R|N|en|Filter Thread Size|filterThreadSize<br>Qualifier: AVP236<br>Indicates the size of the filter that is to be applied to the product.|Horizontal|Integer|14000|Left|200|Left||||Active||NULL|
avp/filterThreadSizeUOM|N|||text||70|1|N|||||||||R|N|en|Filter Thread Size UOM|filterThreadSizeUOM<br>Qualifier: AVP237<br>The unit of measurement associated with Thread Size.|Horizontal|Text|14100|Left|200|Left||||Active||NULL|
avp/filtrationTechnologyType|Y||7|text||70|1|N|||||||||R|N|en|Filtration Technology Type|filtrationTechnologyType<br>Qualifier: AVP238<br>Describes the level of air cleaning the filter system contains.|Horizontal|Text|14200|Left|200|Left||||Active||NULL|
avp/fMModulator|N|||boolean|||||||||||||R|N|en|FM Modulator?|fMModulator<br>Qualifier: AVP239<br>Indicates whether or not the product has an FM Modulator capability.|Horizontal|Boolean|14300|Left|200|Left||||Active||NULL|
avp/forecastedRetailerFirstWeekUnitSales|N|||integer||8|1||||||||||R|N|en|Forecasted Retailer First Week Unit Sales|forecastedRetailerFirstWeekUnitSales<br>Qualifier: AVP240<br>Forecasted number of units to be sold nationally from retailer in first week of release.|Horizontal|Integer|14400|Left|200|Left||||Active||NULL|
avp/forecastedUSOrderUnits|N|||integer||8|1||||||||||R|N|en|Forecasted US Order Units|forecastedUSOrderUnits<br>Qualifier: AVP241<br>Forecasted number of units to be purchased nationally.|Horizontal|Integer|14500|Left|200|Left||||Active||NULL|
avp/forecastedUSSalesUnits|N|||integer||8|1||||||||||R|N|en|Forecasted US Sales Units|forecastedUSSalesUnits<br>Qualifier: AVP242<br>Forecasted number of units to be sold nationally in first week of release.|Horizontal|Integer|14600|Left|200|Left||||Active||NULL|
avp/frameSize|N|||text||70|1|N|||||||||R|N|en|Frame Size|frameSize<br>Qualifier: AVP243<br>Indicates the size of the picture that the album or frame can hold.|Horizontal|Text|14700|Left|200|Left||||Active||NULL|
avp/fuelType|Y||2|text||70|1|N|||||||||R|N|en|Fuel Type|fuelType<br>Qualifier: AVP245<br>Indicates the type of fuel consumed to opperate the unit.|Horizontal|Text|14800|Left|200|Left||||Active||NULL|
avp/furniturePrimaryColor|N|||text||70|1|N|||||||||R|N|en|Furniture Primary Color|furniturePrimaryColor<br>Qualifier: AVP246<br>Describes the dominant color of the product.|Horizontal|Text|14900|Left|200|Left||||Active||NULL|
avp/furnitureSecondaryColor|N|||text||70|1|N|||||||||R|N|en|Furniture Secondary Color|furnitureSecondaryColor<br>Qualifier: AVP247<br>Describes the second most dominant color of the product.|Horizontal|Text|15000|Left|200|Left||||Active||NULL|
avp/furnitureStyle|Y||2|text||70|1|N|||||||||R|N|en|Furniture Style|furnitureStyle<br>Qualifier: AVP248<br>Describes the style of the furniture.|Horizontal|Text|15100|Left|200|Left||||Active||NULL|
avp/gamingChairStyle|Y||3|text||70|1|N|||||||||R|N|en|Gaming Chair Style|gamingChairStyle<br>Qualifier: AVP249<br>Indicates the style of gaming chair the product is.|Horizontal|Text|15200|Left|200|Left||||Active||NULL|
avp/glassDoorStyle|N|||text||70|1|N|||||||||R|N|en|Glass Door Style|glassDoorStyle<br>Qualifier: AVP250<br>Indicates whether the glass on the furniture has special coloring.|Horizontal|Text|15300|Left|200|Left||||Active||NULL|
avp/glnOfSupplier|Y||50|text||13|13|N|||||||||R|N|en|GLN Of Supplier|glnOfSupplier<br>Qualifier: TMX008<br>Refer to IM Participant Dictionary for more information regarding this field.|Horizontal|Text|15400|Left|150|Left||||Active||NULL|
avp/guitarType|N|||text||70|1|N|||||||||R|N|en|Guitar Type|guitarType<br>Qualifier: AVP251<br>Indicates the type of guitar.|Horizontal|Text|15500|Left|200|Left||||Active||NULL|
avp/hardDriveSize|N|||float|7|14|7||||||||||R|N|en|Hard Drive Size|hardDriveSize<br>Qualifier: AVP252<br>Describes the hard drive that is included in the product.|Horizontal|Float|15600|Left|200|Left||||Active||NULL|
avp/hardDriveSizeUOM|N|||text||70|1|N|||||||||R|N|en|Hard Drive Size UOM|hardDriveSizeUOM<br>Qualifier: AVP253<br>The unit of measurement associated with Hard Drive Size.|Horizontal|Text|15700|Left|200|Left||||Active||NULL|
avp/has360DegreePerimeter|N|||boolean|||||||||||||R|N|en|Has 360 Degree Perimeter?|has360DegreePerimeter<br>Qualifier: AVP254<br>Indicates whether of not the radar detector senses signals in a perimeter of 360 degrees.|Horizontal|Boolean|15800|Left|200|Left||||Active||NULL|
avp/has8PointDigitalCompass|N|||boolean|||||||||||||R|N|en|Has 8-point Digital Compass?|has8PointDigitalCompass<br>Qualifier: AVP255<br>Indicates whether or not the product has an 8-point digital compass (including N, S, E, W, NW, NE, SW, SE).|Horizontal|Boolean|15900|Left|200|Left||||Active||NULL|
avp/hasACDCAdapterIncluded|N|||boolean|||||||||||||R|N|en|Has AC/DC Adapter Included?|hasACDCAdapterIncluded<br>Qualifier: AVP256<br>Indicates whether or not the product includes an AC/DC adapter.|Horizontal|Boolean|16000|Left|200|Left||||Active||NULL|
avp/hasAdditionalBatteriesIncluded|N|||boolean|||||||||||||R|N|en|Has Additional Batteries Included?|hasAdditionalBatteriesIncluded<br>Qualifier: AVP257<br>Indicates whether or not additional batteries are included with the product.|Horizontal|Boolean|16100|Left|200|Left||||Active||NULL|
avp/hasAdditionalStorage|N|||boolean|||||||||||||R|N|en|Has Additional Storage?|hasAdditionalStorage<br>Qualifier: AVP258<br>Indicates whether or not the product has additonal storeage beyond TV and components.|Horizontal|Boolean|16200|Left|200|Left||||Active||NULL|
avp/hasAdjustableArms|N|||boolean|||||||||||||R|N|en|Has Adjustable Arms?|hasAdjustableArms<br>Qualifier: AVP259<br>Indicates whether or not the product has adjustable arms.|Horizontal|Boolean|16300|Left|200|Left||||Active||NULL|
avp/hasAlarm|N|||boolean|||||||||||||R|N|en|Has Alarm?|hasAlarm<br>Qualifier: AVP260<br>Indicates whether or not the product has an alarm.|Horizontal|Boolean|16400|Left|200|Left||||Active||NULL|
avp/hasAnsweringSystem|N|||text||70|1|N|||||||||R|N|en|Has Answering System?|hasAnsweringSystem<br>Qualifier: AVP261<br>Indicates whether or not the product has an answering machine.|Horizontal|Text|16500|Left|200|Left||||Active||NULL|
avp/hasAspectRatioControl|N|||boolean|||||||||||||R|N|en|Has Aspect Ratio Control?|hasAspectRatioControl<br>Qualifier: AVP262<br>Indicates whether or not the product has aspect ratio control.|Horizontal|Boolean|16600|Left|200|Left||||Active||NULL|
avp/hasATSCTuner|N|||boolean|||||||||||||R|N|en|Has ATSC Tuner?|hasATSCTuner<br>Qualifier: AVP263<br>Indicates whether or not the TV has a built in ATSC Tuner. ATSC Tuner allows reception of digital television (DTV) signals broadcast over-the-air by TV stations in North America without the need for an additonal receiver.|Horizontal|Boolean|16700|Left|200|Left||||Active||NULL|
avp/hasAutoDateTimeStamp|N|||boolean|||||||||||||R|N|en|Has Auto Date Time Stamp?|hasAutoDateTimeStamp<br>Qualifier: AVP264<br>Indicates whether or not the product has a date and time stamp.|Horizontal|Boolean|16800|Left|200|Left||||Active||NULL|
avp/hasAutoDefrost|N|||boolean|||||||||||||R|N|en|Has Auto Defrost?|hasAutoDefrost<br>Qualifier: AVP742<br>Indicates whether or not the product automatically defrosts itself.|Horizontal|Boolean|16900|Left|200|Left||||Active||NULL|
avp/hasAutoFocus|N|||boolean|||||||||||||R|N|en|Has Auto Focus?|hasAutoFocus<br>Qualifier: AVP265<br>Indicates whether or not the product has auto focus.|Horizontal|Boolean|17000|Left|200|Left||||Active||NULL|
avp/hasAutomaticFilmPrewind|N|||boolean|||||||||||||R|N|en|Has Automatic Film Prewind?|hasAutomaticFilmPrewind<br>Qualifier: AVP269<br>Indicates whether or not the product has automatic film prewind.|Horizontal|Boolean|17100|Left|200|Left||||Active||NULL|
avp/hasAutomaticTemperatureControl|N|||boolean|||||||||||||R|N|en|Has Automatic Temperature Control?|hasAutomaticTemperatureControl<br>Qualifier: AVP270<br>Indicates whether or not the product has automatic temperature control. Pick your cycle and it sets the right temps.|Horizontal|Boolean|17200|Left|200|Left||||Active||NULL|
avp/hasAutoOscillation|N|||boolean|||||||||||||R|N|en|Has Auto Oscillation?|hasAutoOscillation<br>Qualifier: AVP743<br>Indicates whether or not product automatically changes direction of air flow.|Horizontal|Boolean|17300|Left|200|Left||||Active||NULL|
